timestamp,source_ip,method,status_code,response_time_ms,url
2026-03-28 01:43:58.675908,192.168.1.22,POST,200,1468,/products
2026-03-28 02:28:58.675908,192.168.1.41,GET,403,1422,/products
2026-03-28 21:05:58.675908,192.168.1.10,GET,200,946,/cart
2026-03-29 08:10:58.675908,10.0.0.8,GET,200,1351,/cart
2026-03-31 11:35:58.675908,192.168.1.7,GET,200,1703,/index.html
2026-03-30 13:20:58.675908,10.0.0.1,POST,200,514,/products
2026-03-26 09:24:58.675908,10.0.0.3,POST,404,880,/cart
2026-03-30 21:43:58.675908,192.168.1.33,GET,200,199,/cart
2026-03-29 15:34:58.675908,192.168.1.1,GET,200,621,/login
2026-03-29 07:55:58.675908,10.0.0.4,POST,401,1444,/login
2026-03-28 07:26:58.675908,10.0.0.11,GET,200,1979,/login
2026-03-30 15:45:58.675908,192.168.1.34,GET,401,61,/api/v1/user
2026-03-27 08:53:58.675908,192.168.1.4,POST,200,1594,/cart
2026-03-31 01:07:58.675908,192.168.1.17,GET,200,1479,/login
2026-03-29 10:57:58.675908,192.168.1.4,GET,500,621,/login
2026-03-26 16:44:58.675908,192.168.1.43,GET,401,1477,/products
2026-03-26 21:18:58.675908,192.168.1.4,POST,200,1415,/login
2026-03-30 19:22:58.675908,192.168.1.1,GET,200,1796,/products
2026-03-29 09:02:58.675908,45.33.21.11,DELETE,404,383,/index.html
2026-03-31 11:00:58.675908,10.0.0.1,POST,200,1599,/login
2026-03-28 15:41:58.675908,10.0.0.12,GET,200,384,/products
2026-03-31 08:24:58.675908,192.168.1.35,GET,200,398,/login
2026-03-26 06:34:58.675908,192.168.1.8,GET,200,1682,/index.html
2026-03-27 21:03:58.675908,192.168.1.24,GET,200,683,/login
2026-03-26 19:26:58.675908,192.168.1.36,POST,403,1899,/products
2026-03-27 09:50:58.675908,10.0.0.1,GET,200,813,/index.html
2026-03-28 07:09:58.675908,192.168.1.43,GET,401,1512,/index.html
2026-03-28 08:26:58.675908,192.168.1.27,POST,200,413,/index.html?id=<script>alert('XSS')</script>
2026-03-30 18:11:58.675908,192.168.1.32,GET,200,602,/api/v1/user
2026-03-27 22:07:58.675908,192.168.1.18,POST,200,1501,/products
2026-03-25 01:13:58.675908,192.168.1.28,POST,200,741,/api/v1/user
2026-03-28 02:23:58.675908,192.168.1.29,GET,200,1630,"/index.html?id=union select null, user(), database()"
2026-03-28 12:27:58.675908,192.168.1.16,GET,200,514,/api/v1/user
2026-03-29 12:08:58.675908,192.168.1.47,POST,302,92,/login
2026-03-31 19:16:58.675908,10.0.0.10,POST,200,328,/api/v1/user
2026-03-29 00:20:58.675908,192.168.1.31,GET,200,1100,/cart
2026-03-25 17:20:58.675908,192.168.1.4,GET,500,423,/index.html
2026-03-28 21:29:58.675908,192.168.1.37,GET,500,462,/index.html
2026-03-30 07:51:58.675908,192.168.1.17,GET,200,755,/products?id=<script>alert('XSS')</script>
2026-03-26 09:14:58.675908,192.168.1.39,GET,200,207,/login
2026-03-29 21:47:58.675908,192.168.1.48,GET,302,268,/products
2026-03-26 13:01:58.675908,192.168.1.46,GET,401,1722,/api/v1/user
2026-03-31 19:21:58.675908,192.168.1.48,GET,200,307,/cart
2026-03-26 23:53:58.675908,192.168.1.39,DELETE,200,1313,/cart?id=../../etc/passwd
2026-03-30 14:28:58.675908,192.168.1.4,POST,401,309,/cart
2026-03-27 13:51:58.675908,192.168.1.30,GET,404,138,/cart
2026-03-25 19:58:58.675908,192.168.1.30,GET,302,507,/login
2026-03-25 10:59:58.675908,192.168.1.22,GET,200,1916,/api/v1/user
2026-03-28 23:16:58.675908,10.0.0.17,GET,200,447,/cart
2026-03-30 04:47:58.675908,192.168.1.12,PUT,200,1725,/index.html
2026-03-25 00:12:58.675908,192.168.1.36,GET,200,1325,/api/v1/user
2026-03-31 11:39:58.675908,192.168.1.18,DELETE,200,216,/login
2026-03-29 23:47:58.675908,10.0.0.4,GET,200,303,/cart
2026-03-27 00:20:58.675908,45.33.21.11,POST,200,1973,/login
2026-03-27 09:32:58.675908,192.168.1.1,GET,200,1883,/cart
2026-03-25 07:17:58.675908,10.0.0.9,GET,401,1720,/index.html
2026-03-30 13:32:58.675908,192.168.1.6,GET,302,38,/api/v1/user
2026-03-26 03:40:58.675908,157.245.120.88,POST,404,188,/index.html
2026-03-29 22:07:58.675908,192.168.1.44,POST,401,50,/cart
2026-03-30 17:44:58.675908,192.168.1.24,POST,200,1503,/products
2026-03-30 15:55:58.675908,192.168.1.19,POST,200,1225,/api/v1/user
2026-03-25 21:58:58.675908,192.168.1.18,POST,200,353,/login
2026-03-29 21:02:58.675908,192.168.1.30,GET,200,1782,/cart
2026-03-30 13:59:58.675908,192.168.1.42,GET,404,825,/index.html
2026-03-27 22:39:58.675908,192.168.1.33,POST,200,746,/products
2026-03-27 07:04:58.675908,192.168.1.12,POST,200,635,/cart
2026-03-30 06:53:58.675908,192.168.1.27,POST,200,287,/login
2026-03-28 15:42:58.675908,192.168.1.39,GET,200,1388,/index.html
2026-03-30 16:36:58.675908,192.168.1.9,GET,200,538,/api/v1/user?id='; DROP TABLE users; --
2026-03-26 06:43:58.675908,192.168.1.21,PUT,200,95,/products
2026-03-26 07:18:58.675908,192.168.1.29,GET,200,1934,/cart
2026-03-27 08:22:58.675908,192.168.1.33,GET,200,326,/cart
2026-03-28 02:24:58.675908,10.0.0.13,POST,404,1890,/cart
2026-03-29 02:57:58.675908,192.168.1.15,PUT,200,1935,/cart
2026-03-31 18:16:58.675908,192.168.1.2,GET,200,702,/index.html
2026-03-27 13:51:58.675908,10.0.0.3,POST,200,1370,/api/v1/user
2026-03-25 19:43:58.675908,192.168.1.44,PUT,200,872,/login
2026-03-25 13:10:58.675908,10.0.0.5,PUT,200,1178,/products
2026-03-30 12:29:58.675908,192.168.1.18,PUT,200,324,/cart
2026-03-28 04:15:58.675908,192.168.1.3,GET,302,234,/cart
2026-03-28 18:50:58.675908,192.168.1.7,GET,302,1456,/api/v1/user
2026-03-29 18:50:58.675908,192.168.1.43,GET,200,1087,/api/v1/user
2026-03-26 23:20:58.675908,192.168.1.38,GET,200,1927,/index.html
2026-03-26 19:18:58.675908,192.168.1.37,GET,200,1977,/index.html
2026-03-29 17:48:58.675908,10.0.0.9,GET,200,1966,/index.html
2026-03-25 02:04:58.675908,192.168.1.33,GET,200,1849,/products
2026-03-30 09:03:58.675908,10.0.0.10,GET,200,77,/index.html
2026-03-31 03:24:58.675908,192.168.1.11,GET,200,1652,/cart
2026-03-28 19:39:58.675908,10.0.0.19,POST,302,1367,/index.html
2026-03-27 13:43:58.675908,10.0.0.19,GET,403,1030,/products
2026-03-27 15:21:58.675908,192.168.1.22,GET,302,1110,/index.html
2026-03-25 01:50:58.675908,10.0.0.17,GET,200,1572,/index.html
2026-03-30 19:10:58.675908,192.168.1.44,GET,200,865,/cart
2026-03-28 02:19:58.675908,192.168.1.6,PUT,200,1188,/cart
2026-03-25 06:01:58.675908,192.168.1.42,GET,200,1105,/cart
2026-03-29 00:39:58.675908,192.168.1.25,GET,200,1534,/index.html
2026-03-26 01:53:58.675908,10.0.0.8,GET,200,1480,/cart
2026-03-30 04:01:58.675908,10.0.0.6,GET,200,1725,/api/v1/user
2026-03-28 01:26:58.675908,192.168.1.16,GET,302,1592,/login
2026-03-31 21:00:58.675908,192.168.1.14,GET,302,1787,"/login?id=union select null, user(), database()"
2026-03-30 09:58:58.675908,192.168.1.39,GET,200,1392,/cart
2026-03-29 21:17:58.675908,192.168.1.28,POST,200,1310,/products
2026-03-28 11:45:58.675908,10.0.0.2,POST,200,892,/cart
2026-03-28 20:45:58.675908,192.168.1.49,GET,200,1346,/cart
2026-03-29 22:49:58.675908,192.168.1.9,GET,200,1138,/index.html?id=<script>alert('XSS')</script>
2026-03-31 06:42:58.675908,10.0.0.9,GET,302,980,/products
2026-03-26 03:26:58.675908,192.168.1.45,GET,200,1128,/cart
2026-03-27 23:39:58.675908,192.168.1.22,GET,200,1252,/api/v1/user
2026-03-27 02:54:58.675908,192.168.1.32,POST,200,1715,/login
2026-03-28 19:45:58.675908,220.181.38.149,GET,200,1911,/api/v1/user
2026-03-25 08:26:58.675908,220.181.38.149,POST,200,1977,/api/v1/user
2026-03-28 12:47:58.675908,192.168.1.42,GET,302,1828,/api/v1/user
2026-03-29 04:11:58.675908,10.0.0.4,DELETE,200,1161,/products
2026-03-25 04:39:58.675908,10.0.0.10,POST,200,209,/products
2026-03-27 18:23:58.675908,192.168.1.39,POST,404,1962,/products
2026-03-31 02:20:58.675908,192.168.1.15,GET,200,341,/login
2026-03-28 19:42:58.675908,45.33.21.11,POST,200,556,/index.html
2026-03-28 15:43:58.675908,192.168.1.29,POST,200,1899,/cart
2026-03-28 18:43:58.675908,192.168.1.3,POST,302,1689,/cart
2026-03-25 14:12:58.675908,192.168.1.10,GET,200,1325,"/index.html?id=union select null, user(), database()"
2026-03-26 08:28:58.675908,192.168.1.29,POST,200,75,/cart
2026-03-29 13:12:58.675908,192.168.1.35,GET,500,740,/api/v1/user
2026-03-31 05:13:58.675908,192.168.1.6,GET,302,577,/login
2026-03-27 03:45:58.675908,192.168.1.12,POST,200,666,/cart
2026-03-30 18:25:58.675908,192.168.1.38,GET,302,413,/login
2026-03-29 13:22:58.675908,192.168.1.19,GET,200,1758,/index.html
2026-03-25 20:44:58.675908,10.0.0.18,GET,200,1639,/cart
2026-03-27 20:23:58.675908,192.168.1.8,POST,200,627,/login
2026-03-29 14:44:58.675908,192.168.1.8,GET,200,605,/api/v1/user
2026-03-31 18:53:58.675908,192.168.1.47,GET,200,657,/api/v1/user
2026-03-28 13:05:58.675908,192.168.1.4,GET,403,155,/index.html
2026-03-27 01:36:58.675908,10.0.0.2,POST,200,770,/products
2026-03-25 14:07:58.675908,10.0.0.18,GET,200,1563,/cart
2026-03-28 01:18:58.675908,192.168.1.45,POST,200,1435,/api/v1/user
2026-03-26 09:22:58.675908,192.168.1.8,GET,404,134,/api/v1/user
2026-03-25 16:31:58.675908,192.168.1.16,POST,302,1547,/index.html
2026-03-26 14:35:58.675908,10.0.0.18,DELETE,200,1365,/api/v1/user
2026-03-28 17:16:58.675908,192.168.1.9,GET,404,489,/cart
2026-03-26 14:39:58.675908,10.0.0.11,GET,200,1011,/index.html
2026-03-26 05:50:58.675908,45.33.21.11,POST,200,721,/login
2026-03-26 20:19:58.675908,192.168.1.15,GET,302,1980,/index.html
2026-03-25 09:23:58.675908,45.33.21.11,GET,200,1683,/cart
2026-03-30 09:53:58.675908,192.168.1.41,POST,500,724,/cart
2026-03-31 04:49:58.675908,192.168.1.22,DELETE,200,1431,/login
2026-03-29 13:14:58.676906,192.168.1.24,GET,200,1827,/index.html
2026-03-31 04:58:58.676906,192.168.1.44,GET,403,824,/cart
2026-03-30 07:51:58.676906,192.168.1.1,GET,302,1063,/cart
2026-03-29 13:38:58.676906,192.168.1.10,GET,200,65,/login
2026-03-31 17:37:58.676906,10.0.0.7,POST,200,1664,/products
2026-03-31 12:32:58.676906,10.0.0.1,POST,302,1971,/index.html
2026-03-29 17:48:58.676906,192.168.1.12,POST,200,141,/cart
2026-03-31 10:59:58.676906,10.0.0.11,GET,404,240,/api/v1/user
2026-03-28 09:50:58.676906,192.168.1.26,GET,302,404,/login
2026-03-25 11:07:58.676906,192.168.1.41,GET,200,1185,/products
2026-03-31 19:28:58.676906,192.168.1.36,GET,200,1535,/products
2026-03-31 06:18:58.676906,192.168.1.23,POST,200,991,/login
2026-03-29 21:03:58.676906,192.168.1.43,GET,200,972,/products
2026-03-27 16:56:58.676906,192.168.1.6,POST,302,942,/cart
2026-03-31 02:54:58.676906,220.181.38.149,POST,500,1539,/products
2026-03-29 15:11:58.676906,192.168.1.43,DELETE,200,1419,/index.html
2026-03-29 14:04:58.676906,192.168.1.25,POST,200,917,/api/v1/user
2026-03-26 03:59:58.676906,192.168.1.18,POST,200,542,/cart
2026-03-30 16:22:58.676906,10.0.0.13,GET,200,974,/login
2026-03-27 21:04:58.676906,192.168.1.13,GET,200,457,/api/v1/user
2026-03-27 06:49:58.676906,192.168.1.43,GET,200,1613,/cart
2026-03-31 13:09:58.676906,192.168.1.28,GET,200,135,/api/v1/user
2026-03-28 03:56:58.676906,192.168.1.18,POST,403,564,/products
2026-03-30 15:03:58.676906,10.0.0.10,POST,200,703,/login
2026-03-30 01:05:58.676906,10.0.0.11,GET,302,498,/login
2026-03-29 06:15:58.676906,10.0.0.14,GET,302,621,/index.html
2026-03-26 18:23:58.676906,10.0.0.8,GET,200,900,/products
2026-03-29 03:44:58.676906,10.0.0.2,POST,200,455,/index.html
2026-03-30 18:32:58.676906,10.0.0.7,POST,200,1503,/index.html
2026-03-29 20:29:58.676906,192.168.1.27,POST,200,1382,/products?id='; DROP TABLE users; --
2026-03-26 12:32:58.676906,192.168.1.32,GET,302,517,/cart
2026-03-31 20:04:58.676906,192.168.1.9,GET,200,466,/index.html
2026-03-30 23:09:58.676906,10.0.0.19,POST,200,995,/api/v1/user
2026-03-31 09:34:58.676906,192.168.1.46,POST,200,1941,/cart
2026-03-26 07:42:58.676906,10.0.0.18,GET,401,1785,/products
2026-03-26 16:38:58.676906,192.168.1.26,POST,200,394,"/login?id=union select null, user(), database()"
2026-03-26 20:15:58.676906,192.168.1.8,GET,200,721,/cart
2026-03-26 22:32:58.676906,192.168.1.6,POST,200,938,/index.html
2026-03-28 01:22:58.676906,192.168.1.24,POST,401,1481,/api/v1/user
2026-03-27 21:57:58.676906,192.168.1.48,POST,200,1661,/products
2026-03-29 23:52:58.676906,192.168.1.45,GET,200,1148,/login
2026-03-31 13:41:58.676906,192.168.1.13,GET,200,461,/api/v1/user
2026-03-27 18:52:58.676906,220.181.38.149,POST,200,663,/login
2026-03-30 15:57:58.676906,192.168.1.25,POST,200,1152,/products
2026-03-25 21:22:58.676906,192.168.1.20,GET,200,1126,/cart
2026-03-27 02:27:58.676906,10.0.0.17,POST,200,1943,/index.html
2026-03-28 00:53:58.676906,192.168.1.45,GET,200,530,/products?id=<script>alert('XSS')</script>
2026-03-29 21:28:58.676906,192.168.1.47,DELETE,200,1618,/api/v1/user
2026-03-26 09:26:58.676906,10.0.0.14,POST,200,547,/cart
2026-03-28 14:58:58.676906,10.0.0.6,GET,200,1466,/login
2026-03-30 07:10:58.676906,192.168.1.19,GET,200,1784,/cart
2026-03-27 07:43:58.676906,192.168.1.35,GET,404,1907,/cart
2026-03-26 06:25:58.676906,10.0.0.4,GET,200,154,/api/v1/user
2026-03-28 19:43:58.676906,192.168.1.26,GET,200,1101,/index.html
2026-03-25 13:55:58.676906,192.168.1.14,POST,200,709,/cart
2026-03-27 18:36:58.676906,192.168.1.45,POST,200,1911,"/cart?id=union select null, user(), database()"
2026-03-27 08:24:58.676906,192.168.1.44,GET,200,140,/index.html
2026-03-25 10:40:58.676906,10.0.0.16,GET,200,742,/index.html
2026-03-27 19:59:58.676906,10.0.0.2,GET,500,1314,/login
2026-03-31 08:25:58.676906,192.168.1.43,GET,302,1822,/login
2026-03-29 01:32:58.676906,192.168.1.23,GET,302,1685,/index.html
2026-03-29 07:49:58.676906,10.0.0.7,POST,500,1599,/products
2026-03-31 13:04:58.676906,192.168.1.19,PUT,404,522,/index.html
2026-03-31 03:30:58.676906,10.0.0.6,GET,302,649,/login
2026-03-27 13:45:58.676906,10.0.0.11,POST,200,10,/api/v1/user
2026-03-27 11:01:58.676906,10.0.0.10,PUT,200,1718,/api/v1/user
2026-03-26 17:29:58.676906,192.168.1.33,GET,200,1975,/cart
2026-03-25 01:31:58.676906,192.168.1.19,POST,200,441,/api/v1/user
2026-03-28 15:01:58.676906,192.168.1.28,POST,200,400,/login
2026-03-29 06:24:58.676906,10.0.0.3,GET,500,1299,/api/v1/user
2026-03-30 05:07:58.676906,192.168.1.49,GET,200,408,/products
2026-03-29 18:34:58.676906,192.168.1.37,POST,200,817,/index.html
